4HT3A,268,113657,113925
4RHZA,259,113925,114184
6INEA,247,114184,114431
6IRDB,254,114431,114685
6DFLA,241,114685,114926
5TVQA,253,114926,115179
4TTHA,244,115179,115423
6JZYB,218,115423,115641
6SWTA,228,115641,115869
6WCWA,247,115869,116116
6K9PB,241,116116,116357
6M3IB,234,116357,116591
5E8CA,238,116591,116829
5JWOA,217,116829,117046
4XGAB,174,117046,117220
5NCMA,183,117220,117403
4YK8B,194,117403,117597
6HULA,241,117597,117838
6THLA,219,117838,118057
5F4EA,233,118057,118290
6RMNB,222,118290,118512
6SDVB,214,118512,118726
4YN0B,202,118726,118928
4CRWA,226,118928,119154
4YXCB,167,119154,119321
6ISCA,219,119321,119540
6IMFA,214,119540,119754
5DQSA,210,119754,119964
5GPYA,177,119964,120141
5JP1A,199,120141,120340
4CGYB,205,120340,120545
4BVXA,203,120545,120748
4C2AA,202,120748,120950
4WZ3B,183,120950,121133
5F4EB,209,121133,121342
6H2UA,202,121342,121544
6W2LB,195,121544,121739
5EE5A,201,121739,121940
5FR1B,165,121940,122105
6MM8D,206,122105,122311
5C2JA,201,122311,122512
5EO9B,205,122512,122717
5CM2Z,184,122717,122901
6IF2A,195,122901,123096
4QAMB,180,123096,123276
4QLPB,199,123276,123475
6L4PA,195,123475,123670
5C50A,198,123670,123868
6G8RB,164,123868,124032
4ZFRA,185,124032,124217
5OECA,187,124217,124404
4U5YA,165,124404,124569
5C50B,185,124569,124754
6PNPA,193,124754,124947
4KDLA,174,124947,125121
5CHLB,176,125121,125297
6NDUA,170,125297,125467
6WTGA,169,125467,125636
4WKZB,184,125636,125820
4YN0A,168,125820,125988
5B64A,180,125988,126168
6LBUA,185,126168,126353
6PGVA,152,126353,126505
4WW7B,172,126505,126677
4YK8A,162,126677,126839
4ZQUB,174,126839,127013
6THLB,150,127013,127163
5K22A,156,127163,127319
4P3YB,181,127319,127500
7CN7A,178,127500,127678
4QXAB,147,127678,127825
5O33B,179,127825,128004
6W9SA,178,128004,128182
6INEB,159,128182,128341
6L1YC,177,128341,128518
4QLPA,175,128518,128693
5D5NA,162,128693,128855
5OENB,171,128855,129026
5W59A,146,129026,129172
5V5HA,163,129172,129335
6IF3A,159,129335,129494
5DMRA,139,129494,129633
4BVXB,170,129633,129803
5E8CB,168,129803,129971
5OENA,165,129971,130136
6LKIB,170,130136,130306
6MBAA,130,130306,130436
6MAVA,161,130436,130597
6PNPB,132,130597,130729
6ZDTB,166,130729,130895
7AZBA,160,130895,131055
6FFAA,156,131055,131211
3WSOB,139,131211,131350
6HLVA,127,131350,131477
5JQPB,131,131477,131608
4ZV0A,137,131608,131745
6VCLB,160,131745,131905
4ONMB,149,131905,132054
4RLJA,144,132054,132198
4XAXB,158,132198,132356
6UX8A,152,132356,132508
5K22B,149,132508,132657
5E0QB,152,132657,132809
5SZHA,143,132809,132952
4UYQA,143,132952,133095
4W6XA,142,133095,133237
5DMBA,140,133237,133377
5M2OA,137,133377,133514
5V03R,145,133514,133659
6DEXA,130,133659,133789
6G4JB,122,133789,133911
4RLJB,147,133911,134058
6BCBA,145,134058,134203
5C2UA,116,134203,134319
6ZIEA,123,134319,134442
4Y2OB,142,134442,134584
5VGBA,140,134584,134724
5NRMA,140,134724,134864
6LBUB,135,134864,134999
5YNMB,120,134999,135119
5ZWLE,138,135119,135257
6KMQB,116,135257,135373
4U5YD,115,135373,135488
4ZGYB,125,135488,135613
5F22B,115,135613,135728
3X37B,130,135728,135858
5D1MB,110,135858,135968
5IWBA,109,135968,136077
5MAWE,112,136077,136189
5XLYB,121,136189,136310
5IWBB,117,136310,136427
5LDAA,130,136427,136557
6MIBB,124,136557,136681
4CMMA,117,136681,136798
4CMMB,119,136798,136917
5IMMA,120,136917,137037
4RHZB,125,137037,137162
5B64B,116,137162,137278
4N80B,122,137278,137400
5XBFB,119,137400,137519
4ZQUA,124,137519,137643
3X37A,113,137643,137756
4QJFB,122,137756,137878
5WP3B,100,137878,137978
5ZZAP,119,137978,138097
6SM5A,106,138097,138203
4BMPB,117,138203,138320
6H1FB,102,138320,138422
6KP3B,112,138422,138534
6H2UB,118,138534,138652
6KMQA,91,138652,138743
5J26A,114,138743,138857
5L8LB,109,138857,138966
6C7YB,117,138966,139083
6OD1B,106,139083,139189
3WDGB,110,139189,139299
4RS1A,105,139299,139404
5JNOA,97,139404,139501
5KNHI,97,139501,139598
6R6MA,110,139598,139708
6AW3A,108,139708,139816
5GPYB,101,139816,139917
6QTAB,101,139917,140018
7BXFC,104,140018,140122
4PW9B,83,140122,140205
5FQ2B,100,140205,140305
5NCMB,90,140305,140395
4C4KT,97,140395,140492
5V03B,86,140492,140578
6R6MB,100,140578,140678
5JWOB,88,140678,140766
7CD8A,99,140766,140865
4Y5OA,78,140865,140943
7BU5A,84,140943,141027
5E95B,92,141027,141119
6IXXI,97,141119,141216
5M2OB,74,141216,141290
6O6EE,75,141290,141365
6WH1A,95,141365,141460
4ZV0B,94,141460,141554
5KEVA,90,141554,141644
6FUBB,93,141644,141737
6NDUB,84,141737,141821
6ACIH,87,141821,141908
6SWTB,88,141908,141996
4MRTC,77,141996,142073
4YIIA,72,142073,142145
5F22A,79,142145,142224
4UAFE,72,142224,142296
5SVHA,85,142296,142381
5VGBB,85,142381,142466
4UDMA,84,142466,142550
5B5WU,64,142550,142614
5CZDB,77,142614,142691
6ODDA,85,142691,142776
4K12B,82,142776,142858
5DMBD,72,142858,142930
5XEDA,82,142930,143012
4CJ0B,60,143012,143072
6EA3A,70,143072,143142
6FC0B,77,143142,143219
6FUBA,81,143219,143300
7D2SB,70,143300,143370
4XLGB,67,143370,143437
4ZRLB,64,143437,143501
5IMTD,77,143501,143578
7CN7C,75,143578,143653
5CHLA,68,143653,143721
6ODDB,74,143721,143795
6TRIB,69,143795,143864
4YH8B,55,143864,143919
5J4SB,60,143919,143979
5ABUB,58,143979,144037
5WXKB,66,144037,144103
6BN1B,70,144103,144173
6GR8B,64,144173,144237
5LDAB,57,144237,144294
5EU0B,55,144294,144349
6KBRC,55,144349,144404
4K12A,64,144404,144468
4X33A,60,144468,144528
7BU5B,49,144528,144577
5AIEA,54,144577,144631
5JNOB,57,144631,144688
6BN1A,54,144688,144742
5H65B,53,144742,144795
6FC3B,46,144795,144841
1cdbA,105,144841,144946
